numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
02/2025,Contratação do serviço de limpeza e conservação - dedetização em favor do CCI Jóquei - CENTRO CEARENSE DE IDIOMAS DE FORTALEZA R3 - UNIDADE JÓQUEI - SEFOR 1,"CAPISTRANO DEDETIZADORA, COMERCIO E SERVICOS LTDA",22000000,1650.0,180,-0.636962,47,BAIXO,2025-05-21,2026-04-01 03:30:38.886382
26/2025,Aquisição de Dormentes de Blocos Independentes de Concreto tipo LVT.,EMPAC DO NORDESTE ARTEFATOS DE CONCRETO LTDA,08200007,49700000.0,729,-0.636853,46,BAIXO,2025-07-09,2026-04-01 03:30:38.886382
6/2026,SERVICOS TECNICOS PROFISSIONAIS - EEMTI PARQUE MARIA BERNARDO DE CASTRO - AQUIRAZ - CREDE 1,SANTOS SERVICOS CONTABEIS LTDA,22000000,2720.0,120,-0.636837,46,BAIXO,2026-03-11,2026-04-01 03:30:38.886382
21/2025,"Aquisição de Material de Consumo - Gêneros de Alimentação, destinado atender a merenda escolar da EEMTI Barão de Aracati - ARACATI - CREDE 10",COMERCIAL PRAIA E MAR EIRELI,22000000,1766885.0,12,-0.636662,46,BAIXO,2025-10-28,2026-04-01 03:30:38.886382
06/2025,gêneros alimentícios - EEMTI FRANCISCO PORCIANO FERREIRA - MARCO - CREDE 3,OMEGA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,22000000,1751349.0,12,-0.636662,46,BAIXO,2025-08-13,2026-04-01 03:30:38.886382
0014/2025,Promoção das Comemorações em Referência ao Dia dos Servidores Públicos do Ceará,"CERTUS PROJETOS, EVENTOS E PUBLICIDADE LTDA",46100003,500000.0,8,-0.636612,46,BAIXO,2025-10-23,2026-04-01 03:30:38.886382
164/2025,Serviços de manutenção predial - Muralha do antigo Instituto Penal Paulo Sarasate IPPS.,KG CONSTRUÇÕES LTDA - EPP,43200007,140279568.0,546,-0.636179,46,BAIXO,2025-09-12,2026-04-01 03:30:38.886382
007/2026,"Aquisição de 01(um) imóvel rural, de aproximadamente 300,0000 (Trezentos) hectares, localizado no município de TAMBORIL/CE.",ANA MARIA AQUINO DE PAIVA,21200003,30600954.0,90,-0.636075,46,BAIXO,2026-03-09,2026-04-01 03:30:38.886382
235/2026,"Realização de cirurgias eletivas em múltiplas especialidades e exames especializados de média e alta complexidade, com a finalidade de atender pacientes em período pré-operatório e/ou pós-operatório, com a premissa de que o exame faz parte da linha de cuidados da cirurgia, em conformidade com as diretrizes do Sistema Único de Saúde (SUS), visando ampliar a oferta assistencial e reduzir a demanda reprimida identificada pela Central de Regulação do Estado do Ceará na região sul do estado, consoante com a necessidade da administração pública, atendendo as normas estabelecidas no edital de credenciamento e na Lei Federal nº 14.133/2021.",INSTITUTO DE SAUDE PLENUS (ISP),24200004,521465045.0,365,-0.635985,46,BAIXO,2026-03-20,2026-04-01 03:30:38.886382
CONTRATO ENEL N° 04/2025,"Cláusula 2a
: O presente CONTRATO tem por objeto regular as condições, procedimentos, direitos e obrigações
das PARTES, em relação ao uso do SISTEMA DE DISTRIBUIÇÃO.
Parágrafo Único: As condições específicas do uso do SISTEMA DE DISTRIBUIÇÃO são as descritas na tabela
Condições Específicas, constante no início deste CONTRATO, e as Condições Gerais, são as neste documento
descritas.",COMPANHIA ENERGETICA DO CEARA - ENEL,27000000,517094251.0,365,-0.63577,46,BAIXO,2025-04-26,2026-04-01 03:30:38.886382
147/2025,"Patrocínio concedido ao(à) PATROCINADO(A) para a realização do projeto  JUVENTUDES EM AÇÃO , que acontecerá no período de 25/07/2025 a 30/10/2025, em várias cidades do Estado do Ceará, consistindo em 46 encontros temáticos itinerantes de motivação e sensibilização para, aproximadamente, 23.000 jovens em cerca de 46 municípios do Ceará.",COMPANHIA DE COMUNICACAO E INFORMACAO,30000000,28050000.0,99,-0.635711,45,BAIXO,2025-07-24,2026-04-01 03:30:38.886382
5/2025,"Aquisição de Material de Processamento de Dados, destinado a atender as necessidades da EEMTI João Barbosa Lima - CREDE 10",EDUQUE & BRINQUE EIRELI - ME,22000000,1710.0,180,-0.63567,45,BAIXO,2025-04-07,2026-04-01 03:30:38.886382
155/2025,"CT 155/2025 - IL 015/2025 - CODEP - Constitui objeto deste Instrumento, a contratação de cooperativa para captação, pasteurização, envasamento, transporte e entrega de leite bovino pasteurizado integral e/ou leite caprino padronizado para o PROGRAMA DE AQUISIÇÃO DE ALIMENTOS, referentes ao(s) Lote(s) LOTES BOVINOS: 08 (2.006 litros), 09 (3.500 litros), 24 (2.475 litros), 25 (1.869 litros), 27  (4.105litros) e 28 (1.354 litros). LOTE CAPRINO: 02 (1.000 litros). com um volume total de BOVINO- 765.450 E CAPRINO- 30.000.",COOPERATIVA DOS PRODUTORES DE LEITE DOS INHAMUNS LTDA,21000000,34597350.0,116,-0.635664,45,BAIXO,2025-12-05,2026-04-01 03:30:38.886382
1130/2025,Aquisição de reagentes e insumos para qualificação do sangue do doador e realização de testes pré-transfusionais do paciente com equipamento em comodato para suprir a necessidade da Hemorrede.,GRIFOLS BRASIL LTDA,24200424,508620936.0,365,-0.635555,45,BAIXO,2025-09-29,2026-04-01 03:30:38.886382
001/2026,GÊNEROS DE ALIMENTAÇÃO - EEMTI JACOB NOBRE DE OLIVEIRA BENEVIDES - BANABUIU - CREDE 12,COMERCIAL PRAIA E MAR EIRELI,22000000,1699680.0,12,-0.635188,45,BAIXO,2026-03-03,2026-04-01 03:30:38.886382
152/2025,"CT 152/2025 - IL 015/2025 - CODEP - Constitui objeto deste Instrumento, a contratação de cooperativa para captação, pasteurização, envasamento, transporte e entrega de leite bovino pasteurizado integral e/ou leite caprino padronizado para o PROGRAMA DE AQUISIÇÃO DE ALIMENTOS, referentes ao(s) Lote(s) LOTES BOVINOS: 07 (2.576 litros), 13 (1.160 litros),17 (1.458 litros), 18 (1.321 litros), 29 (2.107 litros), 30 (1.080 litros) e 31 (3.980 litros). com um volume total de 684.100 litros de Leites bovino.",COOPERATIVA AGROINDUSTRIAL DO ESTADO DO CEARA-COOPAECE,21000000,29416300.0,116,-0.635087,45,BAIXO,2025-12-05,2026-04-01 03:30:38.886382
017/2025,Manutenção e Conservação de Máquinas e Equipamentos SEFOR 1,FRANCISCO DANILO TIMBO FERREIRA,22000000,4600.0,60,-0.634971,45,BAIXO,2025-10-29,2026-04-01 03:30:38.886382
23/2025,Aquisição de material permanente (divisórias e portas com instalação) para atender as necessidades da Procuradoria Geral do Estado do Ceara.,MARCENARIA SULAR LTDA,13200002,105607774.0,169,-0.63493,45,BAIXO,2025-06-26,2026-04-01 03:30:38.886382
156/2025,"CT 156/20258 - IL 015/2025 - CODEP -Constitui objeto deste Instrumento, a contratação de cooperativa para captação, pasteurização, envasamento, transporte e entrega de leite bovino pasteurizado integral e/ou leite caprino padronizado para o PROGRAMA DE AQUISIÇÃO DE ALIMENTOS, referentes ao(s) Lote(s) LOTES BOVINOS: 01 (1.594 litros), 02 (3.748 litros), 04 (1.877 litros), 06 (2.772 litros), 11 (3.000 litros) e 12 (1.710 litros). com um volume total de 735.050 litros de Leites bovino.",COOPEVALE - COOPERATIVA AGROINDUSTRIAL DO VALE LTDA,21000000,31607150.0,116,-0.634203,45,BAIXO,2025-12-05,2026-04-01 03:30:38.886382
02/2026,"Contratação emergencial de empresa especializada na prestação de serviços de transporte de dados ponto a ponto, com conectividade ao Cinturão Digital do Ceará (CDC)",DB3 SERVICOS DE TELECOMUNICACOES S.A,30200003,97555932.0,179,-0.634001,44,BAIXO,2026-02-13,2026-04-01 03:30:38.886382
0015/2025,"Contratação de empresa para locação de veículos automotor com manutenção, seguro total e quilometragem livre inclusos, mensal, sem motorista.","AM TRANSPORTES, LOCACOES E SERVICOS LTDA",13200001,3383640.0,1096,-0.633801,44,BAIXO,2025-12-01,2026-04-01 03:30:38.886382
09/2025,"Contratação de empresa especializada na prestação de serviços de Consultoria para Elaboração de Estudos e Pesquisas para o Turismo, sob demanda, em atendimento às necessidades da Secretaria do Turismo conforme detalhamento específico no Termo de Referência",IGOR OLAVO RAMOS TAVARES,36000000,3378000.0,1096,-0.633801,44,BAIXO,2025-07-11,2026-04-01 03:30:38.886382
03/2025,Gêneros Alimentícios - EEMTI PROFESSORA THEOLINA DE MURYLLO ZACAS - BELA CRUZ - CREDE 3,OMEGA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,22000000,1261046.0,12,-0.633724,44,BAIXO,2025-08-07,2026-04-01 03:30:38.886382
002/2026,Gêneros de Alimentação - EEMTI OLEGÁRIO ABREU MEMÓRIA - NOVA RUSSAS - CREDE 13,L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA,22000000,856518.0,12,-0.633573,44,BAIXO,2026-03-11,2026-04-01 03:30:38.886382
05/2026,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (DISPENSA )  PARA MERENDA DOS ALUNOS DA EEMTI DR. JOÃO ALMIR DE FREITAS BRANDÃO,  (CREDE 5 - TIANGUÁ) SAO BENEDITO",HSMSHOP COMERCIO DE PRODUTOS HOSPITALARES E VARIEDADES LTDA,22000000,1700.0,200,-0.633512,44,BAIXO,2026-02-13,2026-04-01 03:30:38.886382
01/2026,GÊNEROS DE ALIMENTAÇÃO - EEMTI ADRIÃO DO VALE NUVENS - SANTANA DO CARIRI - CREDE 18,PH & B COMERCIO E SERVICOS EIRELI -ME,22000000,758245.0,12,-0.633456,44,BAIXO,2026-03-09,2026-04-01 03:30:38.886382
7/2025,Aquisição de Material de Expediente - EEMTI FRANCISCO MOREIRA FILHO - TABULEIRO DO NORTE - CREDE 10,HSMSHOP COMERCIO DE PRODUTOS HOSPITALARES E VARIEDADES LTDA,22000000,695.0,359,-0.633416,44,BAIXO,2025-06-18,2026-04-01 03:30:38.886382
15/2025,Aquisição de Material de Expediente - EEMTI FRANCISCO MOREIRA FILHO - TABULEIRO DO NORTE - CREDE 10,M.G.C. DE ALMEIDA GOMES,22000000,714.0,359,-0.633202,44,BAIXO,2025-08-11,2026-04-01 03:30:38.886382
3/2025,"Serviço de limpeza e conservação para a limpeza de duas caixa de água, uma de alvenaria e outra de polietileno na EEMTI MARIA EMÍLIA RABELO - crede 10",GG CONTROLLER SERVIÇOS E COMERCIO LTDA,22000000,1950.0,180,-0.633002,43,BAIXO,2025-04-04,2026-04-01 03:30:38.886382
127/2026,"Contratualização da ATA Nº 3963/2025, por 06 (seis) meses, no valor de R$ 1.098.338,17, para atender as necessidades do HCASG.",ESSE ENE COMÉRCIO E SERVIÇOS LTDA,24200214,109833817.0,181,-0.63293,43,BAIXO,2026-02-13,2026-04-01 03:30:38.886382
14/2025,"Aquisição de Material de Limpeza e Produção de Higienização, destinado a atender as necessidades da EEMTI João Barbosa Lima - ITAICABA - CREDE 10",HSMSHOP COMERCIO DE PRODUTOS HOSPITALARES E VARIEDADES LTDA,22000000,2840.0,105,-0.632883,43,BAIXO,2025-06-24,2026-04-01 03:30:38.886382
05/2026,Aquisição de Material de Copa e Cozinha para atender as necessidades da EEMTI João Barbosa Lima - ITAICABA - CREDE 10,HSMSHOP COMERCIO DE PRODUTOS HOSPITALARES E VARIEDADES LTDA,22000000,1899.0,180,-0.632788,43,BAIXO,2026-02-19,2026-04-01 03:30:38.886382
129/2025,"Qualificação da Rodovia CE-388, Trecho: Altaneira - Nova Olinda (12,97 km).",A.L. TEIXEIRA PINHEIRO,43200007,234730277.0,449,-0.632788,43,BAIXO,2025-07-18,2026-04-01 03:30:38.886382
05/2025,SERVIÇO DE LIMPEZA E CONSERVAÇÃO - DEDETIZAÇÃO E DESCUPINIZAÇÃO EM FAVOR DO CENTRO CEARENSE DE IDIOMAS - CCI UNIDADE CRATEÚS  - CREDE 13 /,FRANCISCO SOARES LIMA 37998331372,22000000,1980.0,200,-0.632757,43,BAIXO,2025-10-10,2026-04-01 03:30:38.886382
CONTRATO N° 351/2025,"O objeto do presente instrumento é a contratação de empresa na prestação de serviços
de mão de obra terceirizada, cujos empregados sejam regidos pela consolidação das Leis
trabalhistas (CLT), para atender as necessidades de vigilância, para os prédios da SECULT
e seus equipamentos, nas condições estabelecidas neste contrato, no Termo de Referência
e na proposta do(a) CONTRATADO(A).",SERVNAC SEGURANCA LTDA,27000000,485560104.0,365,-0.632,43,BAIXO,2025-10-15,2026-04-01 03:30:38.886382
006/2025,SERVICOS DE LIMPEZA E CONSERVAÇÃO - DEDETIZACÃO E DESCUPINIZACÃO - EEMTI PROFESSOR PAULO FREIRE - (SEFOR 1),MIDAS PRESTACAO DE SERVICOS GERAIS LTDA,22000000,4970.0,59,-0.631968,43,BAIXO,2025-09-22,2026-04-01 03:30:38.886382
5/2025,TEM COMO OBJETIVO OS SERVIÇOS GRÁFICOS(CONFECÇÃO DE CRACHÁS) PARA OS MEMBROS ESCOLARES DA EEMTI FRANCISCO GUERREIRO CHAVES - SAO JOAO DO JAGUARIBE - CREDE 10,DISTRIMIX SOLUÇÕES & SERVIÇOS BRASIL LTDA,22000000,3815.0,89,-0.631689,43,BAIXO,2025-08-06,2026-04-01 03:30:38.886382
09 / 2025,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PREGÃO ELETRÔNICO)  PARA MERENDA DOS ALUNOS DA EEEP ADERSON BORGES DE CARVALHO,  (CREDE 19 - JUAZEIRO DO NORTE)",MARIA ADAGLENE MOREIRA DE SOUSA GOMES,22000000,964249.0,12,-0.631606,42,BAIXO,2025-07-17,2026-04-01 03:30:38.886382
02/2025,AQUISIÇÃO - SERVIÇOS DE TERCEIROS - LIMPEZA E CONSERVAÇÃO - LIMPEZA DE RESERVATÓRIO DE ÁGUA E CAPINAGEM - EEMTI GOVERNADOR ADAUTO BEZERRA - CRATO - CREDE 18,FRANCISCO SOARES LIMA 37998331372,22000000,2090.0,180,-0.631461,42,BAIXO,2025-06-13,2026-04-01 03:30:38.886382
10/2025,AQUISIÇÃO SERVIÇO DE TERCEIRO PESSOA JURIDICA SERVIÇOS TÉCNICOS PROFISSIONAIS PARA ATEDER AS NECESSIDADES DA E.E.M. JOSÉ BEZERRA - JUAZEIRO DO NORTE - CREDE 19,PARTENAIRE CONTABILIDADE AUDITORIA E PLANEJAMENTO TRIBUTARIO SS,22000000,1730.0,220,-0.631432,42,BAIXO,2025-08-12,2026-04-01 03:30:38.886382
10/2025,Aquisição de OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA - CREDE 13,PARTENAIRE CONTABILIDADE AUDITORIA E PLANEJAMENTO TRIBUTARIO SS,22000000,1490.0,250,-0.63143,42,BAIXO,2025-10-31,2026-04-01 03:30:38.886382
064/2025,Aquisição de Créditos na Plataforma Microsoft Azure; de acordo com o contrato 064/2025,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,19000000,2421980.0,1096,-0.631414,42,BAIXO,2025-09-25,2026-04-01 03:30:38.886382
,REGISTRO DE PREÇOS - MATERIAL DE CONSUMO - LIMPEZA E HIGIENE,GMS JAMPA DISTRIBUIDORA LTDA,57200001,4300.0,28,-0.631163,42,BAIXO,2025-12-03,2026-04-01 03:30:38.886382
0015/2025,Promoção das Comemorações em Referência ao Dia dos Servidores Públicos do Ceará - Eventos Esportivos e Culturais,INSTITUTO BRASIL SEM FRONTEIRAS - IBESF,46100003,2000000.0,16,-0.630973,42,BAIXO,2025-10-15,2026-04-01 03:30:38.886382
6/2025,SERVIÇOS CONTABÉIS 2025 - CEJA GUILHERME GOUVEIA - GRANJA - CREDE 4,ANTONIA VEBEANE DE ALMEIDA CONTABILIDADE,22000000,750.0,360,-0.63045,42,BAIXO,2025-08-19,2026-04-01 03:30:38.886382
10/2025,GÊNEROS ALIMENTICIOS - EEEP PROFESSORA ABIGAIL SAMPAIO - PARACURU - CREDE 2,L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA,22000000,536470.0,12,-0.63033,42,BAIXO,2025-09-22,2026-04-01 03:30:38.886382
1150/2025,"Contratualização da ATA 2024/11103, por 06 (seis) meses, no valor de R$ 922.798,08 para atender as necessidades do HCASG.",ESSE ENE COMÉRCIO E SERVIÇOS LTDA,24200214,92279808.0,181,-0.630258,41,BAIXO,2025-09-30,2026-04-01 03:30:38.886382
12/2025,TEM COMO OBJETIVO A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER AS NECESSIDADES DA EEMTI FRANCISCO GUERREIRO CHAVES - SAO JOAO DO JAGUARIBE - CREDE 10,BOA VISTA COMERCIAL E SERVIÇOS LTDA - EPP,22000000,554702.0,12,-0.630116,41,BAIXO,2025-10-28,2026-04-01 03:30:38.886382
05/2025,REPASSE DE MANUTENÇÃO PARA ESCOLAS EEMTI PARQUE MARIA BERNARDO DE CASTRO (CREDE 1 - MARACANAÚ),"CAPISTRANO DEDETIZADORA, COMERCIO E SERVICOS LTDA",22000000,3500.0,90,-0.62983,41,BAIXO,2025-05-06,2026-04-01 03:30:38.886382
11/2025,GÊNEROS ALIMENTICIOS - EEEP PROFESSORA ABIGAIL SAMPAIO - PARACURU - CREDE 2,BOA VISTA COMERCIAL E SERVIÇOS LTDA - EPP,22000000,506180.0,12,-0.62969,41,BAIXO,2025-09-22,2026-04-01 03:30:38.886382
15/2025,TEM COMO OBJETIVO A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER AS NECESSIDADES DA EEMTI FRANCISCO GUERREIRO CHAVES - SAO JOAO DO JAGUARIBE - CREDE 10,L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA,22000000,511616.0,12,-0.62969,41,BAIXO,2025-10-28,2026-04-01 03:30:38.886382
274/2025,"Aquisição de 18 (dezoito) licenças  ADOBE CREATIVE CLOUD VIP TEAMS GOVERNAMENTAL ALL APPS , LICENÇA SUBSCRIÇÃO POR 36 MESES.",MCR SISTEMAS E CONSULTORIA LTDA,30000000,2553930.0,1096,-0.629675,41,BAIXO,2025-12-09,2026-04-01 03:30:38.886382
013/SEINFRA/2025,"Software Autodesk Collection Autodesk 1.085 Architecture, demais informações de acordo com Termo de Referência e/ou Descritivo Técnico do Processo, UNID. DE MEDIDA: Unitário / Marca: Autodesk Collection Autodesk Architecture / Fabricante: Autodesk QTD: 3",CS CAD CAM SERVICOS DE SOFTWARE LTDA,08000000,1221120.0,1278,-0.629671,41,BAIXO,2025-10-28,2026-04-01 03:30:38.886382
23/2025,AQUISIÇÃO DE MATERIAL DE CONSUMO- GÊNEROS DE ALIMENTAÇÃO ESCOLAR - EEMTI PADRE LUÍS FILGUEIRAS - NOVA OLINDA - CREDE 18,BOA VISTA COMERCIAL E SERVIÇOS LTDA - EPP,22000000,460880.0,12,-0.629611,41,BAIXO,2025-09-04,2026-04-01 03:30:38.886382
002/2026,Aquisição de gêneros de alimentação - EEMTI MONSENHOR JOSÉ AUGUSTO DA SILVA - CAMOCIM - CREDE 4,L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA,22000000,461160.0,12,-0.629611,41,BAIXO,2026-03-06,2026-04-01 03:30:38.886382
037/2025,"Contratação de empresa para prestação de serviços continua, a serem executadas com dedicação exclusiva de mão de obra terceirizada, regidos pela Constituição das Leis Trabalhistas (CLT), para as categorias, condições e quantidades estabelecidas neste instrumento, no Termo de Referencia ¿ CGCT/SAP e na proposta da Contratada.",EUROSERV BUSINESS & NEGOCIOS TERCEIRIZADOS LTDA,18000000,468467871.0,365,-0.629564,40,BAIXO,2025-06-23,2026-04-01 03:30:38.886382
2025_001_3012,"Contratação de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada para Área de INFORMÁTICA para atender as necessidades da Perícia Forense do Estado do Ceará nos municípios de Fortaleza, Juazeiro do Norte, Canindé, Tauá, Russas, Crateús, Quixeramobim, Iguatu e Itapipoca.",SLS TERCEIRIZAÇÃO DE SERVIÇOS EIRELI-EPP,10100007,468795924.0,365,-0.629564,40,BAIXO,2026-01-15,2026-04-01 03:30:38.886382
1394/2025,"AQUISIÇÃO DE DUPILUMABE, 200MG (175MG/ML), SOLUCAO INJETAVEL, SERINGA PREENCHIDA 1,14 ML + SISTEMA DE SEGURANCA (DUPIXENT) PARA ATENDER DEMANDAS JUDICIAIS.",SANOFI MEDLEY FARMACEUTICA LTDA,24200004,90197028.0,182,-0.629406,40,BAIXO,2025-12-02,2026-04-01 03:30:38.886382
1119/2025,"Aquisição de materiais de consumo (insumos de laboratório)  para produção de Fitoterápicos e manutenção da cadeia produtiva vinculada ao projeto Interculturalidade e Farmácia Viva no SUS de acordo com as especificações e quantitativos previstos neste Termo através de Licitação, nos termos da Lei nº 14.133/21",CONCEITO MULTISERVICE LTDA,24200004,3055808.0,30,-0.629131,40,BAIXO,2025-09-30,2026-04-01 03:30:38.886382
06/2025,Aquisição de Serviço de Manutenção e Conservação de Máquinas e Equipamentos - EEMTI SANTO AFONSO (SEFOR 1),60.560.057 RAFAELA DE SOUZA MAGALHAES,22000000,4000.0,90,-0.628736,40,BAIXO,2025-08-26,2026-04-01 03:30:38.886382
19/2025,"Aquisição de Gêneros alimentícios, para atender as demandas da EEMTI Jaime Laurindo da Silva. BARROQUINHA - CREDE 4",BOA VISTA COMERCIAL E SERVIÇOS LTDA - EPP,22000000,495446.0,12,-0.628679,40,BAIXO,2025-08-12,2026-04-01 03:30:38.886382
03/2026,AQUISIÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS - EEMTI MONSENHOR ANTÔNIO FEITOSA - MISSAO VELHA - CREDE 20 -,ANTONIA VEBEANE DE ALMEIDA CONTABILIDADE,22000000,1250.0,300,-0.628648,40,BAIXO,2026-03-17,2026-04-01 03:30:38.886382
